./Positive_Images/positive94.jpg 1 317 120 172 149
./Positive_Images/positive95.jpg 1 234 139 106 125
./Positive_Images/positive96.jpg 1 223 150 102 118
./Positive_Images/positive97.jpg 1 3 130 204 145
./Positive_Images/positive98.jpg 1 52 220 173 146
./Positive_Images/positive99.jpg 1 155 141 193 149
./Positive_Images/positive100.jpg 1 271 225 73 163
./Positive_Images/positive101.jpg 1 184 314 200 58
./Positive_Images/positive102.jpg 1 208 233 221 192
./Positive_Images/positive103.jpg 1 62 203 168 183
./Positive_Images/positive104.jpg 1 200 97 177 124
./Positive_Images/positive105.jpg 1 251 342 222 90
./Positive_Images/positive106.jpg 1 278 144 150 174
./Positive_Images/positive107.jpg 1 68 280 306 88
./Positive_Images/positive108.jpg 1 56 3 280 458
./Positive_Images/positive109.jpg 1 230 210 210 252
./Positive_Images/positive110.jpg 1 355 138 148 206
./Positive_Images/positive111.jpg 1 174 119 318 83
./Positive_Images/positive112.jpg 1 119 273 315 129
./Positive_Images/positive113.jpg 1 257 231 167 144
./Positive_Images/positive114.jpg 1 313 270 167 122
./Positive_Images/positive115.jpg 1 251 193 127 148
./Positive_Images/positive116.jpg 1 228 165 114 155
./Positive_Images/positive117.jpg 1 196 267 199 89
./Positive_Images/positive118.jpg 1 213 315 213 90
./Positive_Images/positive119.jpg 1 53 237 207 228
./Positive_Images/positive120.jpg 1 114 250 220 175
./Positive_Images/positive121.jpg 1 220 25 211 248
./Positive_Images/positive122.jpg 1 291 368 133 70
./Positive_Images/positive123.jpg 1 210 152 80 290
./Positive_Images/positive124.jpg 1 93 229 133 110
./Positive_Images/positive125.jpg 1 179 134 148 145
./Positive_Images/positive126.jpg 1 240 286 238 116
./Positive_Images/positive127.jpg 1 305 179 146 187
./Positive_Images/positive128.jpg 1 290 6 142 166
./Positive_Images/positive129.jpg 1 35 103 209 200
./Positive_Images/positive130.jpg 1 79 79 263 195
./Positive_Images/positive131.jpg 1 14 292 197 86
./Positive_Images/positive132.jpg 1 197 352 164 101
./Positive_Images/positive133.jpg 1 11 336 224 89
./Positive_Images/positive134.jpg 1 150 181 135 116
./Positive_Images/positive135.jpg 1 138 145 57 160
./Positive_Images/positive136.jpg 1 141 99 122 117
./Positive_Images/positive137.jpg 1 188 15 108 163
./Positive_Images/positive138.jpg 1 68 13 151 177
./Positive_Images/positive139.jpg 1 88 7 175 229
./Positive_Images/positive140.jpg 1 74 81 198 205
./Positive_Images/positive141.jpg 1 164 23 168 188
./Positive_Images/positive142.jpg 1 114 39 140 155
./Positive_Images/positive143.jpg 1 78 59 163 169
./Positive_Images/positive144.jpg 1 121 18 165 172
./Positive_Images/positive145.jpg 1 71 13 123 144
./Positive_Images/positive146.jpg 1 164 74 133 131
./Positive_Images/positive147.jpg 1 66 19 237 231
./Positive_Images/positive148.jpg 1 160 0 198 175
./Positive_Images/positive149.jpg 1 128 48 252 165
./Positive_Images/positive150.jpg 1 370 14 133 235
./Positive_Images/positive151.jpg 1 143 19 207 162
./Positive_Images/positive152.jpg 1 187 16 241 186
./Positive_Images/positive153.jpg 1 187 16 241 186
./Positive_Images/positive154.jpg 1 244 49 128 161
./Positive_Images/positive155.jpg 1 162 63 124 166
./Positive_Images/positive156.jpg 1 183 25 123 185
./Positive_Images/positive157.jpg 1 198 29 128 177
./Positive_Images/positive158.jpg 1 127 59 163 187
./Positive_Images/positive159.jpg 1 120 76 148 148
./Positive_Images/positive160.jpg 1 114 38 190 189
./Positive_Images/positive161.jpg 1 90 66 228 164
./Positive_Images/positive162.jpg 1 82 61 197 200
./Positive_Images/positive163.jpg 1 84 103 268 214
./Positive_Images/positive164.jpg 1 66 39 272 278
./Positive_Images/positive165.jpg 1 69 8 212 198
./Positive_Images/positive166.jpg 1 64 192 226 212
./Positive_Images/positive167.jpg 1 194 15 180 168
./Positive_Images/positive168.jpg 1 156 27 138 212
./Positive_Images/positive169.jpg 1 120 61 237 249
./Positive_Images/positive170.jpg 1 277 73 110 187
./Positive_Images/positive171.jpg 1 169 168 210 150
./Positive_Images/positive172.jpg 1 155 143 233 143
./Positive_Images/positive173.jpg 1 194 175 188 144
./Positive_Images/positive174.jpg 1 319 69 205 192
./Positive_Images/positive175.jpg 1 232 154 117 133
./Positive_Images/positive176.jpg 1 87 135 142 136
./Positive_Images/positive177.jpg 1 308 51 131 231
./Positive_Images/positive178.jpg 1 162 135 120 233
./Positive_Images/positive179.jpg 1 200 219 264 133
./Positive_Images/positive180.jpg 1 219 84 77 194
./Positive_Images/positive181.jpg 1 146 10 123 215
./Positive_Images/positive182.jpg 1 56 12 164 142
./Positive_Images/positive183.jpg 1 24 16 230 215
./Positive_Images/positive184.jpg 1 191 86 98 207
./Positive_Images/positive185.jpg 1 72 19 141 157
./Positive_Images/positive186.jpg 1 178 70 240 120
./Positive_Images/positive187.jpg 1 106 180 213 142
./Positive_Images/positive188.jpg 1 134 71 180 161
./Positive_Images/positive189.jpg 1 197 22 163 158
./Positive_Images/positive190.jpg 1 214 280 107 99
./Positive_Images/positive191.jpg 1 255 268 147 105
./Positive_Images/positive192.jpg 1 195 188 177 137
./Positive_Images/positive193.jpg 1 174 15 161 224
./Positive_Images/positive194.jpg 1 121 46 178 265
./Positive_Images/positive195.jpg 1 262 114 181 144
./Positive_Images/positive196.jpg 1 408 168 78 96
./Positive_Images/positive197.jpg 1 290 132 113 73
./Positive_Images/positive198.jpg 1 248 26 64 86
./Positive_Images/positive199.jpg 1 90 252 76 192
./Positive_Images/positive200.jpg 1 448 173 133 157
./Positive_Images/positive201.jpg 1 375 165 147 130
./Positive_Images/positive202.jpg 1 257 67 116 170
./Positive_Images/positive203.jpg 1 267 186 75 130
./Positive_Images/positive204.jpg 1 252 93 132 159
./Positive_Images/positive205.jpg 1 32 8 90 199
./Positive_Images/positive206.jpg 1 285 120 87 178
./Positive_Images/positive207.jpg 1 344 237 143 164
./Positive_Images/positive208.jpg 1 426 236 183 131
./Positive_Images/positive209.jpg 1 426 236 183 131
./Positive_Images/positive210.jpg 1 275 123 183 167
./Positive_Images/positive211.jpg 1 39 36 162 247
./Positive_Images/positive212.jpg 1 174 231 183 169
./Positive_Images/positive213.jpg 1 111 249 157 126
./Positive_Images/positive214.jpg 1 157 245 78 116
./Positive_Images/positive215.jpg 1 179 318 113 94
./Positive_Images/positive216.jpg 1 251 215 103 118
./Positive_Images/positive217.jpg 1 214 110 75 131
./Positive_Images/positive218.jpg 1 327 213 83 111
./Positive_Images/positive219.jpg 1 292 97 91 133
./Positive_Images/positive220.jpg 1 220 44 104 170
./Positive_Images/positive221.jpg 1 220 54 129 182
./Positive_Images/positive222.jpg 1 136 149 133 154
./Positive_Images/positive223.jpg 1 39 154 132 152
./Positive_Images/positive224.jpg 1 121 40 101 229
./Positive_Images/positive225.jpg 1 57 7 160 206
./Positive_Images/positive226.jpg 1 170 82 74 183
./Positive_Images/positive227.jpg 1 98 84 105 153
